,Wikipedia_features,wikipedia_featurs_No
7513,an interesting,22.92040698577065
7514,time it,22.918565781114154
7515,an argument,22.90820494735931
7516,jay,22.896112645566724
7517,refused,22.896071760937662
7518,nickname,22.891874953324603
7519,engaging,22.891172902138052
7520,impossible to,22.889812670542952
7521,selling,22.88923202287386
7522,removed and,22.887956721492905
7523,your attention,22.88767768060076
7524,if one,22.886600216665162
7525,they may,22.884755287327305
7526,orthodox,22.878785411744985
7527,correct and,22.86884285855004
7528,owns,22.86844993636539
7529,lot more,22.860136976084096
7530,accept the,22.859158141763302
7531,of speech,22.85841598948704
7532,of living,22.857979290561133
7533,with people,22.855767125701966
7534,deletion if,22.852600921809607
7535,find this,22.84337500436676
7536,collection of,22.84329988897874
7537,statement that,22.84220510183549
7538,assure,22.838705414436845
7539,conference,22.82775089802773
7540,me when,22.82234918735394
7541,just say,22.81840282239483
7542,closing,22.814753966070413
7543,in front,22.812517223517165
7544,programs,22.811098186170856
7545,coward,22.81073823653611
7546,from all,22.80986519998678
7547,lacks,22.803457638147734
7548,applies to,22.77812541084436
7549,rarely,22.777436566003022
7550,speaker,22.773882747895996
7551,have anything,22.76475798664254
7552,and which,22.760988154148848
7553,the inclusion,22.759065877700145
7554,sell,22.75675778870626
7555,journalist,22.75030054752622
7556,updating,22.747960868794326
7557,tea,22.74631829880275
7558,body of,22.74142365376141
7559,uses the,22.73744080810865
7560,operating,22.73414079660298
7561,place helpme,22.73259459665892
7562,not agree,22.72672311007452
7563,edits by,22.725667872179077
7564,that anyone,22.725031458776037
7565,etc etc,22.72210757039135
7566,williams,22.721058085157853
7567,so think,22.71979256862625
7568,for such,22.700746708858052
7569,the face,22.700496161888026
7570,me not,22.68946286138342
7571,lick,22.683919636850497
7572,specify,22.68212790374185
7573,months ago,22.678212174716375
7574,since he,22.668877931096944
7575,in different,22.666150478220953
7576,eight,22.666120111370315
7577,naturally,22.664376462885226
7578,displayed,22.661889041813144
7579,regarding your,22.6605211357143
7580,arbitrary,22.66036684012726
7581,wikipedia so,22.65690682945972
7582,person to,22.65529329403235
7583,been placed,22.648112790711796
7584,entire article,22.64771656927074
7585,throwing,22.647382279138416
7586,an actual,22.62969203436808
7587,censoring,22.62746803035247
7588,remaining,22.62610166776191
7589,found out,22.61645168344422
7590,was so,22.614761860120897
7591,steps,22.613778173142272
7592,height 5em,22.61194674109384
7593,to something,22.61045138066779
7594,be wrong,22.605984076592396
7595,disagreement,22.605303315212296
7596,be much,22.60527601170837
7597,and good,22.605095362008793
7598,here at,22.602723763685127
7599,me off,22.594951204646073
7600,incivility,22.585743415319552
7601,grade,22.58541734598707
7602,belong in,22.580770191687986
7603,is done,22.580412900729602
7604,choose to,22.577775962137565
7605,his her,22.576958335841468
7606,to date,22.57335950690042
7607,edits have,22.572374125339554
7608,wikipedia guidelines,22.571476564651793
7609,good thing,22.570111914573246
7610,blocked by,22.569910485442012
7611,roll,22.569820219264667
7612,turning,22.568207103606078
7613,disagrees,22.567276768737567
7614,you hate,22.565364882118317
7615,pages are,22.565003492665515
7616,bought,22.564479150227147
7617,ambiguous,22.563022277145812
7618,in every,22.561479697142794
7619,perhaps it,22.55860725131764
7620,noted that,22.556995734843003
7621,fantasy,22.556640354011424
7622,solely,22.54822520687793
7623,not believe,22.539995662556343
7624,arts,22.539709785451084
7625,pleasure,22.530958718672228
7626,have ever,22.52499775342056
7627,of and,22.52392644147508
7628,regions,22.520632324512626
7629,dynasty,22.518123689587384
7630,much about,22.517887770024096
7631,prove it,22.516725567265727
7632,only way,22.513474589791798
7633,page there,22.50692513978352
7634,is free,22.501226861879328
7635,attributed,22.495470704584726
7636,that how,22.493853544633915
7637,ron,22.492044043884345
7638,however you,22.489230711145883
7639,train,22.4834891458523
7640,time that,22.48275350485688
7641,barely,22.472334998339065
7642,name was,22.471659755914093
7643,over this,22.46966392363416
7644,responsibility,22.469063348216405
7645,driving,22.46702922765419
7646,the family,22.46381217201495
7647,depth,22.461567139660605
7648,the white,22.45332760499008
7649,you only,22.448709913626757
7650,you obviously,22.448042996479472
7651,so not,22.44524247476567
7652,for taking,22.433883686902977
7653,announced,22.4334045675715
7654,navy,22.43098989650512
7655,other pages,22.42743045438249
7656,meet the,22.425462147979225
7657,not belong,22.42269330991754
7658,page not,22.41667861832909
7659,password,22.413422884033885
7660,proceed,22.409018162692682
7661,reduced,22.407503043939947
7662,questions ask,22.407477312727085
7663,pride,22.405089966882443
7664,anti semitic,22.400597525954293
7665,controversies,22.39438552745101
7666,amounts,22.388593058845753
7667,edits were,22.376234301412744
7668,suggesting that,22.370637202318726
7669,calling me,22.369023822711377
7670,your account,22.363668778133068
7671,44,22.360911618514816
7672,username and,22.35913149939909
7673,db,22.356415107250303
7674,assertions,22.355576460863194
7675,host,22.352912373255226
7676,is necessary,22.349561387051903
7677,read your,22.345076029685764
7678,may contest,22.33523273957465
7679,the character,22.33024456276034
7680,if people,22.325836812351575
7681,it gets,22.325596430638633
7682,reliability,22.32382632897227
7683,recent edit,22.32209165715775
7684,the police,22.319449798699427
7685,faith and,22.316281907289554
7686,make them,22.31475428219237
7687,your block,22.313438785131282
7688,been added,22.313052806367295
7689,website and,22.30827978592441
7690,would never,22.307596459384197
7691,ruled,22.304556280265533
7692,on them,22.303865454914202
7693,is exactly,22.301946528339354
7694,and didn,22.301703242698125
7695,isles,22.297687303787008
7696,you because,22.29467099532722
7697,should get,22.291236528109092
7698,comment about,22.287349148347417
7699,stalin,22.286365985491823
7700,or another,22.27691264632627
7701,reference for,22.27478562165641
7702,guy who,22.273313880628464
7703,practices,22.27028020457187
7704,information you,22.269444378034
7705,virtually,22.26301302647905
7706,didn have,22.261390981319007
7707,yellow,22.25728576186206
7708,and personal,22.25686287012866
7709,liberals,22.256344954498164
7710,insulted,22.252885477965336
7711,fceb92 rowspan,22.250640133468895
7712,3px height,22.250640133468895
7713,is but,22.248653603796658
7714,left wing,22.246422326558733
7715,name as,22.245150837768765
7716,obvious that,22.238416339671147
7717,should read,22.23690208026623
7718,promoted,22.236735153805025
7719,still in,22.23247020237256
7720,excessive,22.226668640512965
7721,has some,22.22613911994476
7722,erased,22.224730685946525
7723,also it,22.223210333731135
7724,preferred,22.222597543787074
7725,block and,22.222452030979944
7726,we must,22.222296419854214
7727,middle of,22.21735479578869
7728,the left,22.2155348828389
7729,forgotten,22.210901874264984
7730,my request,22.209012766735754
7731,even have,22.203787719497385
7732,them at,22.195023704227637
7733,all but,22.193715570990456
7734,accurately,22.188868510283104
7735,rational,22.182422331582234
7736,which will,22.17859015047564
7737,first sentence,22.176655583328838
7738,the pictures,22.172418089730296
7739,supply,22.171485188851566
7740,caption,22.170229615776716
7741,declined,22.16844257472009
7742,for its,22.166246782523505
7743,info about,22.16265191915976
7744,hostile,22.162540116600677
7745,this book,22.15471297039223
7746,but ve,22.153827313390256
7747,motives,22.151838417878636
7748,thoroughly,22.146150216094576
7749,had not,22.145260433638892
7750,shape,22.140965159008722
7751,way and,22.13622151886194
7752,lyrics,22.13348264297617
7753,appear in,22.132268753081036
7754,inline,22.12969926342077
7755,conform,22.129234250313047
7756,can provide,22.12066545410139
7757,wind,22.11856143150897
7758,wikipedia questions,22.11794598395993
7759,default,22.116410334742056
7760,is bad,22.10850024356014
7761,are used,22.1066246455826
7762,also not,22.102565802994988
7763,hard work,22.09618196844613
7764,classical,22.093939321535238
7765,am in,22.09126907179213
7766,judgment,22.091180933691493
7767,challenged,22.08901224237822
7768,log in,22.07577850808973
7769,to verify,22.06108486351704
7770,for us,22.056251894617898
7771,the controversy,22.055065331266427
7772,saw that,22.051804642814485
7773,benefits,22.050098772927033
7774,picked,22.048337778573682
7775,there would,22.044888655957692
7776,as his,22.040497474300302
7777,tag yourself,22.040379569348666
7778,or on,22.03964130185178
7779,fresh,22.034552578042955
7780,of evidence,22.033603751639372
7781,pages for,22.030946970119842
7782,talk contribs,22.027697587752687
7783,how he,22.02387382533962
7784,focused,22.02035228856587
7785,really think,22.017817562211828
7786,back the,22.011114458521078
7787,your opinions,22.00963484711069
7788,religions,22.007915721697962
7789,which were,22.007016708794886
7790,jan,22.00436691232359
7791,and non,21.999212396666177
7792,me by,21.996350131187352
7793,meantime,21.99610087085398
7794,deleted by,21.995677039945964
7795,was still,21.98953489328689
7796,outright,21.985843347463664
7797,serving,21.983390025801228
7798,although it,21.979107279038264
7799,style width,21.97381937238853
7800,prefer to,21.97287453385456
7801,belongs to,21.969745032269717
7802,would think,21.96657780818582
7803,make that,21.96564656516352
7804,shows the,21.95672143697248
7805,demonstrate,21.955717155490944
7806,in wp,21.955348012136373
7807,primary source,21.954857518290225
7808,idea to,21.94987567818565
7809,text is,21.946062985433205
7810,noteworthy,21.941005730188557
7811,economy,21.936294205802238
7812,1991,21.93544058489747
7813,was at,21.92789014086286
7814,do think,21.927396659130302
7815,puppetry,21.920671120826725
7816,the bot,21.917017885036756
7817,article just,21.91600258517078
7818,discuss this,21.9121171793644
7819,minds,21.911194196948347
7820,turns,21.907388493804216
7821,superior,21.903594155817167
7822,precise,21.90087143153695
7823,outcome,21.896554687108413
7824,the jews,21.89648112023356
7825,to link,21.879048674402757
7826,on those,21.87391617572596
7827,possible that,21.868578493704714
7828,to fuck,21.865105958831165
7829,these pages,21.85641918190783
7830,narrow,21.853750236787775
7831,pages tutorial,21.853702749353193
7832,not appear,21.853330832266145
7833,the north,21.852911645269213
7834,us and,21.847728305810925
7835,that think,21.83997769715542
7836,so and,21.835771571661798
7837,drink,21.835292933151297
7838,say what,21.83451411133086
7839,the military,21.833571652338794
7840,talks about,21.82211454583767
7841,communicate,21.821859961261765
7842,and thought,21.82096273100742
7843,list is,21.819279685403426
7844,more appropriate,21.818600998863232
7845,with more,21.817365563543348
7846,for many,21.813960675198317
7847,ego,21.810463509604624
7848,elected,21.80638323790509
7849,assist,21.80274283842307
7850,contract,21.798809982720513
7851,and were,21.79795704908077
7852,on which,21.797178779828688
7853,in our,21.796496764608357
7854,there nothing,21.79492660531701
7855,false information,21.793196006865216
7856,he could,21.792517467403375
7857,wear,21.788785085826706
7858,ready to,21.787973641230916
7859,tag has,21.783231946331927
7860,style hope,21.77964372119216
7861,we use,21.777411008625197
7862,tries to,21.776353162019856
7863,the amount,21.775946816816354
7864,and found,21.773672734696177
7865,airport,21.772266088928113
7866,claiming that,21.764811690467194
7867,your response,21.76421951416183
7868,saying it,21.761651421330114
7869,sam,21.755817247063778
7870,the rfc,21.75456569000546
7871,the event,21.753114057307997
7872,to actually,21.752490375764054
7873,an open,21.751809142649684
7874,one was,21.749188862263107
7875,the numbers,21.743183246623573
7876,stance,21.736990050444504
7877,something is,21.732302587843552
7878,emphasis,21.730251898418924
7879,all to,21.726601309021127
7880,insist on,21.72345529527342
7881,pages to,21.716004070382304
7882,khan,21.715777123229252
7883,the description,21.715347335338357
7884,overview,21.704554808123596
7885,be true,21.700438390497347
7886,would help,21.694042163028755
7887,what has,21.689296861889847
7888,regularly,21.689121889714812
7889,out how,21.688715395793675
7890,bed,21.685686999787706
7891,evidence for,21.684316617842633
7892,deaths,21.679481689116557
7893,this if,21.677548584989427
7894,in favor,21.674673593695037
7895,travel,21.673446863494934
7896,influenced,21.67253835611619
7897,anything but,21.670261306843383
7898,about and,21.66565315818631
7899,goals,21.665592900067406
7900,it goes,21.664390797488466
7901,convinced,21.664060611067264
7902,saw the,21.659679851193193
7903,similarly,21.659566903614632
7904,time but,21.659013401979614
7905,is any,21.64960052478064
7906,pretending,21.63688271622263
7907,hundred,21.6357083575176
7908,capable,21.630174837567917
7909,johnson,21.629779413728688
7910,respect for,21.629224068516173
7911,20th,21.62772243896604
7912,have all,21.624296093807317
7913,up as,21.622645276493948
7914,notion,21.622071107344137
7915,fought,21.61794163536435
7916,strictly,21.614707131556422
7917,it pretty,21.609351507998795
7918,citation needed,21.608391168718722
7919,and such,21.60598429927019
7920,are using,21.604280256723925
7921,flying,21.603674083066515
7922,the international,21.60300960055404
7923,modify,21.588981800234112
7924,is big,21.588845577391425
7925,re doing,21.588666461251282
7926,if were,21.587470177930513
7927,grant,21.587244442209382
7928,age of,21.58207825437318
7929,the impression,21.57912584772404
7930,sue,21.564352799976508
7931,verification,21.558847075841708
7932,to act,21.558565044752395
7933,work to,21.554309669953362
7934,lawyer,21.550648808071628
7935,at an,21.550123697396256
7936,know and,21.542840561740654
7937,in more,21.541481353017925
7938,oxford,21.53137872550111
7939,covering,21.529158874888378
7940,remember to,21.528701039691935
7941,listed on,21.527256556149666
7942,consequences,21.525923319917222
7943,of non,21.5184104449101
7944,times in,21.513291316429132
7945,material that,21.50927060352495
7946,magic,21.507261301908798
7947,the modern,21.506095450597083
7948,spoke,21.502778566921947
7949,for every,21.502469305231656
7950,on another,21.501842468327393
7951,led to,21.497420815291235
7952,freely,21.49606122482543
7953,people you,21.493903890834922
7954,can give,21.492206698592657
7955,alter,21.492201643444005
7956,centuries,21.49056497568968
7957,download,21.48972743555123
7958,mean by,21.48901714895126
7959,few months,21.485848973559424
7960,nevertheless,21.48016487277663
7961,bits,21.47129351383401
7962,would probably,21.46860018825381
7963,entertainment,21.465632560356614
7964,reason you,21.464627388636213
7965,the death,21.460599761484918
7966,rise,21.456788667231155
7967,you clearly,21.456750926483576
7968,prepared,21.453793293849746
7969,interpretation of,21.453480848088763
7970,complicated,21.44375987160777
7971,this project,21.442550632447446
7972,will need,21.435903221620073
7973,had an,21.433814459520054
7974,that matter,21.432816300392865
7975,them but,21.431309666414563
7976,brought up,21.426416683022566
7977,and making,21.4125703441124
7978,just about,21.40648016040782
7979,things you,21.40108945144193
7980,rank,21.40049057327541
7981,who don,21.398002377330435
7982,of personal,21.394860172282456
7983,guide to,21.39132340407394
7984,in those,21.375790640384835
7985,politicians,21.372316460827754
7986,to note,21.372225465205094
7987,accusations of,21.369967867291006
7988,stations,21.36469282151951
7989,are at,21.364615457570917
7990,wikipedia please,21.361730491150823
7991,fly,21.36094093290449
7992,you am,21.35420745298173
7993,the years,21.35389127739595
7994,nationalistic,21.35331726398336
7995,barnstar for,21.352683964062372
7996,growing,21.347401583003535
7997,and dont,21.345556356538758
7998,is biased,21.34432117830697
7999,so ll,21.335841042160027
8000,it hard,21.332432675375905
8001,thing and,21.330032639213897
8002,bother to,21.32613841169348
8003,as know,21.31568286104453
8004,are for,21.312519195325727
8005,validity,21.31222167954607
8006,clan,21.31176012041168
8007,and die,21.31104289333494
8008,avoided,21.307762926677846
8009,president of,21.307241490982076
8010,don hesitate,21.306650181939894
8011,video game,21.30152446093862
8012,unreferenced,21.29423282556467
8013,to engage,21.293702831217107
8014,everyone is,21.292732211031282
8015,revealed,21.285999814918938
8016,reconsider,21.281285369528383
8017,row,21.27717834998714
8018,fell,21.260829421117695
8019,depending,21.25876334423496
8020,sensitive,21.257119989937536
8021,this means,21.25345123718093
8022,solved,21.25099881840896
8023,consider the,21.24605301820406
8024,would just,21.242085479797808
8025,the meantime,21.23938215888188
8026,dated,21.23849445820144
8027,champion,21.234516660151318
8028,claims of,21.23409282744713
8029,that at,21.231364535914228
8030,incomplete,21.213009119096107
8031,yet another,21.200794637359902
8032,attached,21.199684423123376
8033,when people,21.187758433460203
8034,on there,21.18465665591573
8035,few years,21.178428420102325
8036,personal opinion,21.176087256517
8037,both sides,21.166225669036468
8038,appointed,21.165247042342642
8039,the many,21.16157384173867
8040,is fact,21.16138040477653
8041,criterion,21.158500993541377
8042,were made,21.15739988346701
8043,with one,21.155827823702932
8044,store,21.15570060228117
8045,image description,21.153991481642933
8046,deleted and,21.148373913648907
8047,requirement,21.146274039451818
8048,defence,21.137863656977903
8049,the existence,21.1369294204162
8050,meets the,21.134486590319476
8051,pr,21.12807676076384
8052,setting,21.128073716566337
8053,the terms,21.125895326228058
8054,line of,21.124852920332614
8055,using it,21.12180237085029
8056,not because,21.119578364125964
8057,permitted,21.118331144916716
8058,alexander,21.116948578220235
8059,teaching,21.103964503775153
8060,who will,21.100558493546078
8061,occur,21.095894673435488
8062,that didn,21.09308278170309
8063,help in,21.08692645586963
8064,agent,21.08561214696769
8065,hint,21.085526680440548
8066,regime,21.08102126984984
8067,than to,21.08029522401813
8068,accordance,21.076001311443516
8069,and after,21.071228028088857
8070,will just,21.067571010469806
8071,it certainly,21.06221881852128
8072,web sites,21.05832660925725
8073,here or,21.057552466908778
8074,database,21.05027747004989
8075,sikh,21.048168415961396
8076,prod,21.04696858046257
8077,used on,21.04222015796454
8078,is little,21.038851215647394
8079,the claims,21.03757530702916
8080,wp or,21.036325817248773
8081,admit that,21.036061384804647
8082,explaining your,21.03247831854753
8083,digital,21.031623418403598
8084,here we,21.031285688084427
8085,one on,21.02943836624311
8086,principles,21.020914724627907
8087,one would,21.016981262837387
8088,colors,21.01417299133621
8089,sunday,21.01273818143963
8090,world and,21.01224675070943
8091,alternate,21.011037496072255
8092,best regards,21.010909088545827
8093,acted,21.006519003298784
8094,holds,21.001402910420072
8095,kinds,20.997005130101506
8096,views on,20.98742452613372
8097,copyright violation,20.981975151080867
8098,assumptions,20.978463853704863
8099,notable enough,20.976859304564506
8100,believe me,20.97666545728019
8101,plan to,20.976612002223966
8102,never said,20.97641874442385
8103,wouldn have,20.961500806731333
8104,guitar,20.960014670194088
8105,to place,20.958111372978475
8106,the black,20.952925983013984
8107,pope,20.951075666733846
8108,layout,20.94348558136242
8109,can think,20.942713126225293
8110,the holocaust,20.937268476064386
8111,ancestry,20.933553214062695
8112,allegation,20.931993059261295
8113,disorder,20.929735699051406
8114,feel it,20.91694259631329
8115,egypt,20.916575277403066
8116,represents,20.9125188996775
8117,vandalism you,20.911348559139984
8118,exercise,20.907070506044693
8119,role in,20.90669269323257
8120,cars,20.906542432200837
8121,repeating,20.903534501477367
8122,some point,20.901967312126377
8123,published by,20.89590929024422
8124,then they,20.89320023854985
8125,are good,20.892351470259634
8126,sight,20.892278318914357
8127,publicly,20.888411762659224
8128,surrounding,20.881043152413493
8129,article not,20.878970749921177
8130,says he,20.863863872015564
8131,advocate,20.86382984244128
8132,page explaining,20.85622484771715
8133,involve,20.84469054356524
8134,probably the,20.841571443516685
8135,will always,20.82287798785356
8136,and well,20.81872658398539
8137,would seem,20.81705802679593
8138,favor of,20.816206099029166
8139,advised,20.812851132375307
8140,case it,20.81229947041924
8141,articles have,20.795081161042955
8142,to admit,20.794919663229745
8143,in accordance,20.79204064982132
8144,of someone,20.78963691076932
8145,are simply,20.781940128026182
8146,door,20.781041634837287
8147,covered in,20.777597316879685
8148,the spanish,20.775434314501044
8149,will come,20.77316459259911
8150,officer,20.770529486977964
8151,criticism section,20.767967172507134
8152,millions of,20.76619527427285
8153,you write,20.765052345619818
8154,was taken,20.762430094165264
8155,considering the,20.757910551282396
8156,losing,20.75757555377693
8157,to no,20.745966371118996
8158,get an,20.735791350572153
8159,on with,20.735788916489906
8160,the basic,20.733747010884375
8161,to resolve,20.733318332856012
8162,offence,20.73214581623824
8163,the editing,20.731181811212235
8164,not find,20.73107566377959
8165,pump,20.730381151385718
8166,participation,20.73030540416473
8167,other user,20.72989222174363
8168,not by,20.728638639639595
8169,derived,20.71713685197439
8170,to begin,20.714865107665513
8171,status of,20.714458271387578
8172,occupied,20.712370804078525
8173,stated in,20.71074326693736
8174,into an,20.70381636984313
8175,have only,20.70372006840008
8176,regarded as,20.702183672832277
8177,he wants,20.701679111131234
8178,issue and,20.694022600009696
8179,leaves,20.69102347809469
8180,anger,20.684178209963836
8181,before and,20.673533959673897
8182,so would,20.671610875121814
8183,suddenly,20.67049555443028
8184,primary sources,20.66465425637464
8185,intentionally,20.663781119811645
8186,wikipedia should,20.657475688366617
8187,be discussed,20.652315617014644
8188,range of,20.650872313462898
8189,denying,20.647785538418358
8190,iron,20.64636766145614
8191,with another,20.643859353871473
8192,fuck your,20.638886146505396
8193,will show,20.6352947514848
8194,is obvious,20.634769935827933
8195,that being,20.633771340983003
8196,admin to,20.63269761826456
8197,invasion,20.629689833784358
8198,jimbo wales,20.624523531801433
8199,armed,20.615551285459222
8200,opinion that,20.61478923765277
8201,coming to,20.614617556249346
8202,made an,20.60973075508284
8203,source it,20.60332400138613
8204,observation,20.599001918084166
8205,first paragraph,20.59799278194782
8206,puts,20.595497971503214
8207,educated,20.594928277636985
8208,in editing,20.592801985547062
8209,place of,20.5916996555835
8210,bizarre,20.583858848900835
8211,to maintain,20.57865324636618
8212,substance,20.576851277669448
8213,spending,20.576816895737053
8214,left the,20.575862366895734
8215,representative,20.569956495971738
8216,openly,20.568868442749412
8217,the individual,20.56847912897691
8218,forced to,20.565128657429035
8219,expanding,20.562066185769726
8220,fame,20.56123059583465
8221,handled,20.561211710219037
8222,question of,20.55746573392303
8223,amongst,20.55580922616288
8224,sees,20.554108865596184
8225,now we,20.553779094180694
8226,would agree,20.55215919750076
8227,the decision,20.550177668866557
8228,noting,20.549725660396252
8229,by people,20.544610565891734
8230,wiki user_talk,20.538325972938765
8231,with respect,20.530143859750236
8232,is making,20.51612645520683
8233,you appear,20.511495601306613
8234,things are,20.506505555225644
8235,be given,20.503839734485997
8236,the so,20.502600683268934
8237,specified,20.498891930211443
8238,abused,20.49146907725998
8239,of making,20.490989037528134
8240,typically,20.490357834234533
8241,in error,20.4882097125096
8242,syria,20.487610677404074
8243,of history,20.483106159579087
8244,buildings,20.482580304310154
8245,in europe,20.480875145786285
8246,to figure,20.48004403622095
8247,the red,20.4773952254655
8248,bogus,20.47280962285454
8249,courtesy,20.470049190141754
8250,persistent,20.45864791179306
8251,always been,20.450620086533654
8252,way around,20.450223875106964
8253,days ago,20.448060294208425
8254,opportunity to,20.445836014347226
8255,truth and,20.44574292902711
8256,about an,20.442888348069737
8257,for creation,20.441292625308378
8258,shorter,20.44084382536286
8259,say anything,20.436777170451695
8260,patience,20.43535460370055
8261,attribution,20.434216045326426
8262,your posts,20.433868905671627
8263,dialect,20.43075122121165
8264,when someone,20.427476645297457
8265,impression that,20.425175476003613
8266,people do,20.418550874162385
8267,monitor,20.418112746581027
8268,the lack,20.417225846754896
8269,yourself to,20.41356057776696
8270,in another,20.40846201587467
8271,the ground,20.40765880805158
8272,reasonably,20.40450112503812
8273,destruction,20.39642296037967
8274,with those,20.396236462313098
8275,accepted as,20.393569409652475
8276,one sided,20.39294724256077
8277,we cannot,20.39025311091541
8278,there it,20.389917062189333
8279,new user,20.38458236119668
8280,many others,20.37766508116392
8281,not meet,20.37445071462157
8282,newcomers,20.37026746217712
8283,and look,20.364776654651312
8284,indians,20.364322260214628
8285,are considered,20.352052629286536
8286,not neutral,20.352042707243015
8287,differently,20.351832776549077
8288,will also,20.351717377558142
8289,1998,20.336524579668474
8290,to editing,20.33584836694301
8291,it shows,20.333682290631938
8292,is given,20.333512049481666
8293,the version,20.329256877809236
8294,bomb,20.317898958504315
8295,the chinese,20.315917569603645
8296,the addition,20.31565938066009
8297,are allowed,20.31532575567764
8298,affect,20.306641398924736
8299,chicken,20.304661004816154
8300,by removing,20.300808915021648
8301,dozens,20.29967539488981
8302,lies and,20.296344968399335
8303,or less,20.289822447616817
8304,the sun,20.2803787044053
8305,wikipedia that,20.279909228781435
8306,studio,20.279442430935774
8307,pending,20.27780775922827
8308,as stated,20.271876102738847
8309,made on,20.269216566848257
8310,google com,20.268889527191636
8311,usage of,20.256415198910574
8312,line with,20.247530352545013
8313,is false,20.244199140720003
8314,matches,20.243256712380788
8315,convicted,20.24281529945112
8316,dating,20.24165290158133
8317,the post,20.240017424312725
8318,not saying,20.2348745921735
8319,one way,20.232395075761012
8320,for over,20.230248423411815
8321,concepts,20.223268296316373
8322,initially,20.222160476740797
8323,block was,20.221022902487572
8324,hypocrite,20.219443782963427
8325,any evidence,20.215072072186096
8326,can still,20.213492045011023
8327,not here,20.212902184219043
8328,sock puppetry,20.209553045068176
8329,delay,20.206541112040334
8330,humor,20.20327169476885
8331,some pages,20.202387988957053
8332,as though,20.20223350875863
8333,managed to,20.20180157019539
8334,urban,20.20063809971234
8335,demonstrated,20.189240979938365
8336,and nothing,20.18289117789622
8337,they didn,20.179890180900845
8338,to win,20.171983834179713
8339,the users,20.17143998766413
8340,best of,20.17036892557828
8341,strict,20.167088272647767
8342,youth,20.159663598133825
8343,again it,20.158980314423
8344,in history,20.15221493437124
8345,using this,20.14995989274156
8346,only for,20.13954340095268
8347,mix,20.13676333884951
8348,ages,20.135225148742972
8349,burden,20.13406804045351
8350,more people,20.132502591833127
8351,alan,20.131945367468422
8352,that needs,20.129097613739734
8353,expertise,20.128291249094637
8354,objects,20.127485073583465
8355,change in,20.124270588763093
8356,at hand,20.120443175368905
8357,wikipedia are,20.11962801847951
8358,confuse,20.118138923231665
8359,in both,20.114170307829806
8360,pg,20.111526538236443
8361,paris,20.11104475051038
8362,yourself but,20.11065144115586
8363,stable,20.11012511456836
8364,to mean,20.10863267684513
8365,of power,20.1068297725729
8366,for months,20.104070135127404
8367,misinformation,20.101830126372086
8368,name the,20.100388810143144
8369,have given,20.100229767906242
8370,tagged for,20.099823791552648
8371,style color,20.097083014361573
8372,comics,20.095386484942605
8373,indication,20.090777665858152
8374,to cover,20.087324188129696
8375,judging,20.085106816356078
8376,mother fucker,20.083430950001603
8377,privacy,20.082737235972484
8378,smile,20.079984386059415
8379,that those,20.077600816137103
8380,comments about,20.073461588629122
8381,source to,20.073148950137394
8382,element,20.069257534276574
8383,the nature,20.066641316102004
8384,valley,20.066528532004952
8385,your questions,20.06555831839406
8386,its entry,20.065469348114576
8387,the opinion,20.05751096033157
8388,of human,20.04721722538744
8389,to censor,20.04677270790349
8390,to others,20.046658997787496
8391,opponents,20.040562140821017
8392,encouraged,20.037408072749777
8393,fbi,20.03587232799521
8394,and perhaps,20.034612178199325
8395,and give,20.03130495590553
8396,is or,20.026806475668398
8397,values,20.021451551480315
8398,edu,20.010365773791364
8399,miles,20.010170859645342
8400,accurate and,20.00900536764421
8401,it even,20.008639814404717
8402,of israel,20.006654035326104
8403,not change,20.005596827343812
8404,this does,20.004609637378984
8405,signs,20.002290115665705
8406,in time,20.00035360396325
8407,straw,19.999558165976094
8408,confirmation,19.997797806251963
8409,psychology,19.996674277696386
8410,npov and,19.991244931973945
8411,the administrators,19.989472943500612
8412,collaboration,19.989015496545942
8413,came out,19.98653778264537
8414,time with,19.982515881504643
8415,to run,19.97819391518205
8416,are actually,19.97571458885978
8417,most recent,19.971581414562564
8418,editor and,19.96905205196152
8419,color 000,19.963658247284677
8420,combat,19.962176905490193
8421,engaging in,19.95489088225954
8422,labour,19.954066422808808
8423,absence,19.952012757080112
8424,them if,19.950719725549455
8425,the problems,19.9491722707601
8426,assure you,19.9437329786077
8427,clearly not,19.93652118294203
8428,had already,19.934922080733788
8429,this sentence,19.93325177520935
8430,fundamental,19.93270786636183
8431,knowledgeable,19.931449085063125
8432,serb,19.93135154142699
8433,satisfy,19.92749259860802
8434,albania,19.926065213397713
8435,be kept,19.925816657423123
8436,articles should,19.92532889110921
8437,argued,19.917543867087304
8438,it quite,19.913707645031533
8439,nothing in,19.913261112886186
8440,rose,19.913056984160125
8441,harder,19.909582400506398
8442,british isles,19.90876418787936
8443,this year,19.905608717001996
8444,everyday,19.90218621036224
8445,driven,19.89985449590798
8446,get into,19.897242268808114
8447,ask them,19.8921882725147
8448,accordance with,19.891097580207692
8449,to us,19.883905153831236
8450,this statement,19.88276674935497
8451,in america,19.877824819577153
8452,are always,19.876438691876903
8453,reflect the,19.874046104847004
8454,bothered to,19.868310088748885
8455,hip,19.86664453719522
8456,56,19.864797129560344
8457,as not,19.8607273706398
8458,this please,19.859052082894067
8459,the rule,19.8580835604364
8460,dont care,19.857882860287873
8461,revolution,19.85466001999319
8462,click on,19.852156427376197
8463,intervention,19.851266200618948
8464,found on,19.84615770468261
8465,affairs,19.84367275736574
