,kaggle_features,kaggle_featurs_No
7481,mouth shut,0.945768745143204
7482,cares about,0.9456104559784297
7483,pre,0.9454810490979411
7484,happy to,0.9451126434715925
7485,stop whining,0.9450327570601351
7486,faster,0.9450170604610333
7487,ole,0.944908722145623
7488,heroes,0.9447790692021235
7489,so happy,0.9447193153142892
7490,you rather,0.9444986819836808
7491,conservatives are,0.9442164454652591
7492,you play,0.9441674172534891
7493,of humanity,0.9441356476453833
7494,expected,0.9440370375205094
7495,some sort,0.9439074057594621
7496,xa0there,0.9437967574698085
7497,reasonable,0.9435313726641952
7498,nh,0.9433956089177358
7499,amendment,0.9430677252258215
7500,am very,0.9429588495684486
7501,engage in,0.9429585552379613
7502,your intelligence,0.9428717875321878
7503,your show,0.942852218742374
7504,trillion,0.9425896334504623
7505,policies,0.9425707115618298
7506,stand the,0.9419870668570707
7507,either that,0.9419095443247958
7508,forum reply,0.9415306109207341
7509,reply div,0.9415306109207341
7510,images,0.9413999042771448
7511,probably the,0.9413508610572163
7512,presence,0.9413488605700087
7513,that dont,0.9411386989948038
7514,people as,0.9411171876691329
7515,the nazis,0.941104328037665
7516,includes,0.9410698926143317
7517,nash,0.9410522703242783
7518,background,0.9406592208675446
7519,an angel,0.9405742068588695
7520,my day,0.9403513307003443
7521,native,0.9403433831004684
7522,the need,0.939844595792374
7523,on there,0.939761414592095
7524,be saying,0.9396912879790795
7525,nyou really,0.939658680861029
7526,are there,0.9396375140599773
7527,wall street,0.9396233160336852
7528,also have,0.9393141298668475
7529,to save,0.9391148568764028
7530,it your,0.9390178639762553
7531,how bout,0.9390008443555133
7532,the average,0.9387570588386074
7533,the chance,0.938568761347196
7534,next to,0.9383826995659723
7535,or that,0.9383538228889058
7536,the children,0.9382610343747504
7537,that up,0.9381818879650096
7538,for living,0.9380578343787281
7539,then do,0.9379354394110846
7540,stick it,0.9376784316542207
7541,works for,0.9375467079944998
7542,but in,0.9374071690524839
7543,of em,0.9373190619558045
7544,sandy,0.9371864773412868
7545,u2019,0.9371113881343867
7546,knights,0.9368165905864758
7547,being said,0.9367717306835152
7548,then she,0.9365023332392252
7549,swing,0.9364500050049205
7550,using the,0.9362180260151576
7551,nwhat the,0.9361007815983082
7552,letting you,0.9359165224913044
7553,rogers,0.9357153288691799
7554,whitey,0.9355713578788116
7555,actions,0.9354462113231128
7556,to produce,0.9354121360982244
7557,stronger,0.9351351699763895
7558,face it,0.9350659940607822
7559,use them,0.9350409557519007
7560,there not,0.9347520128519267
7561,and doubt,0.9347035901933829
7562,influence,0.9345906652894963
7563,there were,0.934451069091337
7564,radical,0.9343047728413875
7565,your record,0.934166789725567
7566,loan,0.9337506061480898
7567,pale,0.933624103942272
7568,for reason,0.9331631552957478
7569,theres,0.9331386737651428
7570,work on,0.9328940562895943
7571,busted,0.9321524337620916
7572,it wrong,0.9321344114960273
7573,injured,0.9320188074826958
7574,puberty,0.9319275909877337
7575,products,0.931513607109288
7576,something wrong,0.9312107297886075
7577,he also,0.9311076025190522
7578,whole lot,0.9307613601287151
7579,the actual,0.9307056024522676
7580,will definitely,0.9303454668130944
7581,people were,0.9300590796005532
7582,wives,0.9300183331122032
7583,cowards,0.929742443528445
7584,they actually,0.9296435679314202
7585,television,0.9294352619567898
7586,sold,0.9291903658431009
7587,there isn,0.9290916437331842
7588,fight back,0.9290793466628968
7589,posting your,0.9287177496489001
7590,this much,0.9285192392977912
7591,what bunch,0.9285090587987739
7592,read in,0.9285006364081098
7593,xa0again,0.9284616496217147
7594,outrageous,0.9283694122214774
7595,me no,0.928037734286401
7596,allah,0.9278727919614357
7597,expect to,0.9277108527114456
7598,rats,0.9275884795830187
7599,invented,0.9275814382532303
7600,doofus,0.927529835086758
7601,touched,0.9269634359121922
7602,up here,0.9268993143651472
7603,then what,0.9268572306476552
7604,doesn seem,0.9268259389696031
7605,why didn,0.9266054857795446
7606,xbf xbf,0.9265728053580942
7607,and left,0.9265713137077781
7608,having to,0.9265391162213324
7609,you fail,0.9263755358034776
7610,down in,0.9263401655404401
7611,sure they,0.9258588055538518
7612,10th,0.9256303898649676
7613,questioning,0.9254016734860138
7614,there really,0.9253980164333028
7615,younger,0.9251769561937386
7616,is and,0.9251094214871717
7617,ist,0.9250781048783565
7618,agent,0.9246751379796353
7619,little while,0.9245969233633222
7620,ut,0.9240500109125722
7621,have at,0.9239309989210998
7622,can have,0.9238261491932083
7623,him you,0.9237876423009562
7624,dui,0.9237633768649524
7625,is she,0.9237326032522231
7626,posing,0.923706888330019
7627,cone,0.9234461649095496
7628,the person,0.9234339781991178
7629,this the,0.9233638729913256
7630,and women,0.9233569232591456
7631,tons,0.9228722262615005
7632,well if,0.9228604264424787
7633,long and,0.922719753929216
7634,find way,0.9226955666090668
7635,one would,0.9225615442304167
7636,like when,0.9225471703857332
7637,it always,0.922502510779276
7638,the power,0.9224101768568742
7639,nuclear weapons,0.9222761048845
7640,of intelligence,0.9222112200574717
7641,pull your,0.9221852392403391
7642,mindless,0.9219626759633467
7643,be mad,0.9216983392486146
7644,lewis,0.9214007648773009
7645,this way,0.9212725285202467
7646,nbsp div,0.9211756142954357
7647,run the,0.9211507161574164
7648,consumer,0.9211397408887037
7649,that still,0.9207297674132122
7650,things you,0.9206799318439272
7651,thrown,0.9205881589215377
7652,english language,0.9205579290515827
7653,101,0.9202750726059763
7654,he made,0.9200052132012857
7655,does anyone,0.9199812805498576
7656,moron and,0.9199518892589447
7657,niggaz,0.9198703195200101
7658,load,0.919724511855044
7659,legit,0.9196525846122698
7660,be sure,0.9196247550127089
7661,stamps,0.9195988307119588
7662,yinzerinct xa0,0.9195528104589585
7663,agenda,0.9193059561682464
7664,your old,0.9191249982111578
7665,re fool,0.9189538848848456
7666,some shit,0.9189421596136063
7667,insult to,0.9189311196046202
7668,nanother,0.9188398899175281
7669,men and,0.9187510923520779
7670,xa0 know,0.9184906557300448
7671,know me,0.9184772026456575
7672,the nation,0.9181177133226817
7673,that seems,0.9180994891135139
7674,getting money,0.9177317506084527
7675,forcefully,0.9175699206547583
7676,heh,0.9175417256053211
7677,him what,0.9173681300160464
7678,nsorry,0.9169018949813977
7679,can blame,0.9167986904557148
7680,are paying,0.9166055732885946
7681,them if,0.9165762046110113
7682,released,0.9163644314399397
7683,dislike,0.9163352272643984
7684,some stupid,0.9161010097983373
7685,have absolutely,0.9160418959506895
7686,ed,0.9156922291550371
7687,ai,0.9155844299474551
7688,ass is,0.9153759050869184
7689,job in,0.915346604695218
7690,detroit,0.9148972782378058
7691,officials,0.9147015631584762
7692,scandal,0.9146375820209954
7693,he came,0.9145386891460378
7694,mos,0.914508577605452
7695,public school,0.9142855374815746
7696,outrage,0.9141848710074391
7697,that then,0.9140761894890694
7698,to support,0.9132978092441904
7699,our enemies,0.9128939360058068
7700,have nice,0.9128865973158745
7701,to provide,0.9126892879427242
7702,the dude,0.9126085858134467
7703,be what,0.9123479740999071
7704,millions of,0.9123049146458724
7705,sons,0.912269422754437
7706,them down,0.9121477078173036
7707,important to,0.9118951053493445
7708,unintelligent,0.9118244645276503
7709,whole time,0.9117848540596576
7710,initial,0.9117327553088388
7711,the book,0.9114336128043954
7712,that some,0.911244812190902
7713,buck,0.9106969470236114
7714,blown,0.9106355108490976
7715,is some,0.9104794545427413
7716,for over,0.9104197507851999
7717,fighter,0.909969562471923
7718,grateful,0.9097580515955638
7719,and stay,0.9097140807658888
7720,interested in,0.9093918188423316
7721,funny how,0.909103718019403
7722,op,0.908996500797686
7723,human beings,0.9088039247989469
7724,mean the,0.9084681505972808
7725,muslims are,0.9080643111431843
7726,cum,0.9078709386657213
7727,stones,0.9077749277235647
7728,dip,0.9077170467898206
7729,for more,0.9074018503871142
7730,egypt,0.9073822863943504
7731,person to,0.9071806895299972
7732,mind in,0.9067969235440746
7733,bulls,0.9066976190503104
7734,up some,0.9066767174691308
7735,what else,0.9061918959271001
7736,religion is,0.906099660664299
7737,care what,0.9060555818589316
7738,need for,0.9059783711511632
7739,les,0.9058579296505238
7740,dont think,0.9057781412636982
7741,but never,0.9057552869377199
7742,go down,0.9054909249647709
7743,the weather,0.9054416223023779
7744,outside of,0.9054233655356008
7745,arm,0.9052228119638254
7746,kenyan,0.9052133712383584
7747,to fit,0.9052133607923423
7748,pray for,0.9052033672642386
7749,changes,0.9051591254016088
7750,yes it,0.9048914579314407
7751,champions,0.9046066899445351
7752,in court,0.9045807392347749
7753,some new,0.9045007571154522
7754,but no,0.9041119580026955
7755,about me,0.9036974011060404
7756,and feel,0.903696278523216
7757,change to,0.9036332068429473
7758,money you,0.9033378797949643
7759,to point,0.9026868832997481
7760,make an,0.9022607390263133
7761,copy and,0.9022068954772349
7762,http bit,0.9021135972167464
7763,pushing,0.901989915088975
7764,realized,0.9019779468169229
7765,sooo,0.9018286951888843
7766,features,0.9014653523857039
7767,hole xa0,0.9010593825180453
7768,remember the,0.9008493518643634
7769,internet and,0.9006500044168466
7770,out what,0.900618408849578
7771,count on,0.9005973554716852
7772,to how,0.9004833311548082
7773,set up,0.9004046838510943
7774,stick to,0.9002060779014984
7775,caught up,0.899992041689711
7776,your blog,0.8996806580762577
7777,institution,0.8992374850522807
7778,of garbage,0.8991157455105108
7779,why it,0.8990958224282849
7780,that isn,0.899043027678734
7781,thirty,0.8989495649663874
7782,depressed,0.8987910849969759
7783,mixed,0.8987767977329745
7784,karma,0.8984587666490021
7785,about anything,0.8979586946579152
7786,pretentious,0.8978808129661107
7787,have said,0.8978592187459439
7788,he wasn,0.8970658457136584
7789,in particular,0.8969593787971072
7790,on youtube,0.8969441592642466
7791,to sound,0.8969149148674748
7792,im black,0.8969068164380222
7793,morons and,0.8967292756472585
7794,end this,0.8965472893894444
7795,today and,0.8965106419447579
7796,the topic,0.896250387668768
7797,the girl,0.8960531930508049
7798,bearing,0.8957686524583178
7799,any time,0.8957455529742686
7800,was pretty,0.8954523159222134
7801,deleted,0.895386124156371
7802,ever heard,0.8953492335530306
7803,foster,0.8950198196121136
7804,be hard,0.8948493329016516
7805,home you,0.8946231395755339
7806,2012 05,0.8942084852400719
7807,who don,0.894044296926153
7808,it pretty,0.8940038639760706
7809,life of,0.8939703081882904
7810,she has,0.8939463541084025
7811,once you,0.8938350746959152
7812,is most,0.8938107932413335
7813,best you,0.8938013111265212
7814,people say,0.8936359025543431
7815,camp,0.8933477632061992
7816,recognized,0.8931707044466426
7817,usc,0.8931262689370244
7818,applies,0.8931023869440747
7819,people with,0.8926203972314336
7820,defending your,0.8916479555358202
7821,is something,0.8914320813694391
7822,innings,0.8910492547486201
7823,normal people,0.8907882382553176
7824,to accept,0.8907703630453991
7825,the smell,0.8907542949001522
7826,making it,0.8906444021971333
7827,department,0.8904542351913485
7828,your neighbors,0.8903200378570755
7829,tv and,0.8902537270746438
7830,burning,0.8892383678563669
7831,robert,0.8890732816371067
7832,glad to,0.8886956974969685
7833,still don,0.888525973846248
7834,came to,0.8882042869235294
7835,ndoesn,0.8879861006772816
7836,nowadays,0.8879171772008487
7837,whether or,0.8878376774975232
7838,should change,0.8878160103097344
7839,not say,0.8877894259828532
7840,hell of,0.8877453865035508
7841,filled,0.8877170363011013
7842,grades,0.8874374372359509
7843,sending,0.8874307298870838
7844,ass and,0.8872418855820554
7845,legends,0.8871829129977425
7846,open your,0.8867057158290156
7847,years and,0.886242909181376
7848,it called,0.8860289400026964
7849,responding to,0.8859259965342032
7850,battery,0.8859014922418821
7851,vp,0.8857848128604573
7852,right thing,0.8857136647250123
7853,offered,0.8856536241178009
7854,ich,0.8856505766947903
7855,the south,0.8851853914205277
7856,boxer,0.8847280195287025
7857,is hard,0.8847106749737246
7858,ve ever,0.8846213104386269
7859,older,0.8845761179033361
7860,water and,0.8841564836782311
7861,can act,0.8840659749257491
7862,it might,0.8834875802515315
7863,up like,0.8833378814490445
7864,prior to,0.8826370392241685
7865,this week,0.8825964673250262
7866,without any,0.8825727109472667
7867,democratic party,0.8823139083670976
7868,and find,0.882214041323311
7869,germany,0.882035898095464
7870,than they,0.8819262026064241
7871,can pick,0.8817880617208198
7872,the un,0.8812632538136745
7873,sweetie,0.8811653201143582
7874,don look,0.8810482915514387
7875,his family,0.8809857126753596
7876,candidate,0.8809441500942348
7877,ssy,0.8806637090295382
7878,life xa0,0.8805348974193001
7879,the oil,0.8802871857978761
7880,an arrogant,0.8801749543460364
7881,this dumb,0.8801454757438887
7882,console,0.8800620221904765
7883,beside,0.8799515241139546
7884,the case,0.8795054686974035
7885,vomit,0.8790416398165276
7886,dis,0.8789981562501892
7887,as president,0.8788636729239895
7888,toilet,0.8788608571092146
7889,really good,0.8786185011710379
7890,desire,0.8784688092066357
7891,can help,0.8783514207210306
7892,sit back,0.8782362622406568
7893,please take,0.8768764929350615
7894,bow,0.8767351347973857
7895,paycheck,0.8766528000522964
7896,voter,0.8765963769295297
7897,bytch,0.8765516608381173
7898,some people,0.876420799382418
7899,conditions,0.8763583755477832
7900,cock in,0.8759778618809355
7901,seeing the,0.8759512843466243
7902,sensible,0.8757578000261854
7903,ntwo,0.8757433222769822
7904,democrats are,0.8756232477428323
7905,identity,0.875461930574768
7906,kicked,0.8753617323529126
7907,spoiled,0.8752499416370904
7908,no life,0.875228952413901
7909,nwith,0.875169942441321
7910,nafter,0.8751510375083289
7911,the true,0.8750623319053534
7912,xa0 will,0.874983842847621
7913,xa0 all,0.874736637084389
7914,nyou know,0.8746859130389553
7915,telling the,0.8746319209343434
7916,began,0.8745671474792642
7917,label,0.8744500252634446
7918,about other,0.8743288729657105
7919,eat it,0.8738826112663749
7920,be fair,0.8738480794632949
7921,mas,0.8737713641884969
7922,ages,0.8737543209329166
7923,camps,0.8736122581344556
7924,people here,0.8735957576709664
7925,and kill,0.8734141924394115
7926,get their,0.8731584754732262
7927,hell up,0.8731485460112933
7928,its ok,0.8730265590608289
7929,so when,0.8730183449131022
7930,spoke,0.8727484836508741
7931,donald,0.8726953933700135
7932,georgia,0.8723775233592383
7933,color of,0.8723743539059309
7934,bash,0.8722650961076555
7935,high horse,0.872118209274976
7936,am sorry,0.871578939995344
7937,ll probably,0.8713527133214791
7938,backing,0.8713037420940297
7939,year you,0.8711100433036902
7940,me think,0.8708164290531583
7941,where to,0.8706979067140714
7942,schedule,0.8704222835815341
7943,ditch,0.8701808143919162
7944,doctrine,0.870074585589981
7945,gols,0.8700527151910091
7946,nand your,0.8700311640373994
7947,of one,0.8700161876592258
7948,deceitful,0.8699843943339458
7949,that were,0.8699514986259109
7950,twist,0.869770261403196
7951,friends are,0.8693783006152789
7952,the life,0.869043254890787
7953,them get,0.8688694266140634
7954,bandwagon,0.8686061996648974
7955,of money,0.8686025009480637
7956,is where,0.8684237573027982
7957,about yourself,0.8683881792993862
7958,that am,0.868135515396692
7959,really have,0.868068274891511
7960,vehicles,0.8679571210811168
7961,forgive,0.8677762025103835
7962,it going,0.8676494360470514
7963,what not,0.8672377693013711
7964,paid for,0.8667039125447978
7965,what does,0.8664506813627219
7966,raw,0.8663932178693834
7967,alcohol,0.8657385602030945
7968,trains,0.8656008562918149
7969,suggesting,0.8653685292749128
7970,do in,0.8652505474521743
7971,chance of,0.8649184665999282
7972,abysmal,0.864850511399838
7973,manage to,0.8647162225086862
7974,about is,0.8646494504116664
7975,making us,0.8646227934394942
7976,dinner,0.8641873621828058
7977,better yet,0.8640693039912068
7978,understood,0.8639144131400961
7979,root,0.8635504372791806
7980,even from,0.8634104596125365
7981,the least,0.8632625238396031
7982,demand,0.86301860487123
7983,feel it,0.8628913370149478
7984,effectively,0.8625595183690039
7985,concern,0.8624437719907967
7986,bank,0.8623402625807994
7987,far away,0.8620266249866659
7988,it didn,0.861927894598016
7989,that make,0.8616435251723058
7990,it good,0.8614928293897368
7991,comparison,0.8614728059612307
7992,america and,0.861447213074364
7993,as is,0.8610759620351611
7994,this but,0.8608833710467328
7995,inferior,0.8606345626207677
7996,nanyone,0.8603401469596387
7997,with another,0.860283816923221
7998,dr,0.860222408556992
7999,you of,0.8600361634968616
8000,me off,0.8599440367901918
8001,far too,0.8596308162907664
8002,legislation,0.8594209384659515
8003,just come,0.8589772076926514
8004,and big,0.8588777867448805
8005,black person,0.8588611991082002
8006,watch you,0.858615931807813
8007,international,0.8585078629390477
8008,more worried,0.8584493673889941
8009,said in,0.858092827617885
8010,irish,0.8580035017780402
8011,hear the,0.8579232467385831
8012,all we,0.8578148847543503
8013,at my,0.8577606153849138
8014,there if,0.8577018409181616
8015,mormon,0.8576131627481484
8016,interests,0.8575794819198153
8017,else is,0.8575606787730498
8018,in miami,0.8570607673303205
8019,it we,0.8569508758198834
8020,diagnosis,0.8568323204923293
8021,people do,0.8561140174303254
8022,it great,0.8558191354933045
8023,inept,0.8557538834442778
8024,video and,0.8557155649458927
8025,on these,0.8556672556999627
8026,see in,0.8556504059134029
8027,say is,0.8556354951005458
8028,lines,0.8553362047150538
8029,purpose,0.8552227524239447
8030,found out,0.8552021505092282
8031,360,0.8551625070964439
8032,left the,0.8550032639128253
8033,to slap,0.8549137295241476
8034,xa0or,0.8548842187743332
8035,got my,0.854582021739873
8036,the class,0.8544988006022745
8037,reasons why,0.8544263090103041
8038,silver,0.8543957027425813
8039,director,0.8543773929157352
8040,mediocre,0.8541875137791372
8041,his daughter,0.854040859108225
8042,about him,0.8537554045728937
8043,nyou need,0.8537450630739705
8044,odd,0.8537443722416951
8045,protecting,0.8537040281824924
8046,you off,0.8535191637798963
8047,been proven,0.8534902080442489
8048,license,0.8529107971999786
8049,is great,0.8528928179985309
8050,forget about,0.8526696430568026
8051,really like,0.8526335134060479
8052,nshe,0.8525244822778538
8053,are if,0.8524930586197224
8054,go home,0.8524359890179871
8055,away if,0.8522498494641919
8056,replied,0.8516334157618619
8057,stomach,0.851345992278804
8058,illegals,0.8512466770100588
8059,want that,0.8511620315251759
8060,and down,0.8510263833802122
8061,request,0.8509875932988352
8062,just do,0.850655307612994
8063,the wife,0.8503516804116454
8064,articles and,0.8502956816647226
8065,your going,0.8501957379921141
8066,disrespectful,0.8501545957974963
8067,your hero,0.8499811734341884
8068,bothered,0.8498672210691055
8069,the all,0.8498164581479701
8070,buy you,0.8497161471826282
8071,night and,0.8489287738185065
8072,life because,0.8487478010155778
8073,and went,0.8486817899879433
8074,the choice,0.8486731493166533
8075,bi,0.8481694878182132
8076,nice to,0.8480771943154256
8077,ethnic,0.8477710742175328
8078,avg,0.8477484020893096
8079,your dog,0.8477400153326071
8080,that other,0.8471980019749805
8081,to hide,0.8469589840998719
8082,elizabeth,0.8465856287504352
8083,someone that,0.846266233125616
8084,the fans,0.8459940929082606
8085,guys have,0.8456661966355249
8086,is trying,0.8456259163135014
8087,into it,0.8455908493097326
8088,us xa0,0.8453566424973846
8089,play in,0.8451540943222482
8090,collection,0.8447400108962779
8091,trash and,0.8446288233026356
8092,be and,0.8445889337683388
8093,things like,0.844512444165752
8094,time of,0.84448847226695
8095,york,0.8443986511924125
8096,anything but,0.8440832537903988
8097,lights,0.843910451794402
8098,to add,0.8438058687218326
8099,black community,0.8432716738811994
8100,lambeauorwrigley,0.8432472111567639
8101,lambeauorwrigley xa0,0.8432472111567639
8102,destroying,0.8431846408260794
8103,shit they,0.8431056488483719
8104,means to,0.8427967813228161
8105,is at,0.8426318013752911
8106,meth,0.8426263919738638
8107,of society,0.8426057219657939
8108,think if,0.84255797681163
8109,us more,0.842188667655655
8110,chavez,0.8418221157454371
8111,breaking,0.841735168410123
8112,got us,0.8415181147113644
8113,look for,0.8415171806610027
8114,the answer,0.8411419921726906
8115,were all,0.8411255771682313
8116,changing your,0.8410314131032948
8117,de la,0.841020178906768
8118,highest,0.8409056392144264
8119,involved in,0.8408973026589243
8120,attended,0.8406675646843271
8121,journey,0.8406618013444096
8122,fans like,0.8403432628804339
8123,system is,0.8403060421705719
8124,me as,0.8400492841630809
8125,limited,0.8398176356937302
8126,pleasure,0.8398028126588205
8127,of having,0.8396721604189925
8128,in virginia,0.8393330417112013
8129,elders,0.8387888903637527
8130,production,0.8386412920104688
8131,hold of,0.838536134508192
8132,now this,0.8385273785818499
8133,nwhere,0.8379938344405865
8134,it happens,0.8378374793302189
8135,data,0.8378081775520493
8136,ugly ass,0.8376643600229009
8137,someone should,0.8374341482660866
8138,now in,0.8372536390748069
8139,irrational,0.8372340547519633
8140,increase,0.836619705182859
8141,what see,0.8365864210165631
8142,had it,0.8365660001696074
8143,in one,0.8365305572686961
8144,to face,0.8363821851408674
8145,would give,0.8363605609136907
8146,they didn,0.8363267070447392
8147,and probably,0.8362012975389905
8148,win the,0.8360799628360573
8149,walks,0.8360553020037786
8150,your music,0.8357674446142541
8151,have anything,0.8357636338230843
8152,manzo,0.8355890038239587
8153,responded,0.8352363578161216
8154,how we,0.8350740618188085
8155,my name,0.8348946932961034
8156,am just,0.834717706661587
8157,on any,0.8346629310074439
8158,hope he,0.8343210787736146
8159,some one,0.8342911244561715
8160,pump,0.8341712023960861
8161,nothing wrong,0.8340704288974949
8162,everything he,0.8339396596246332
8163,kinds,0.8337359241710861
8164,kinds of,0.8337359241710861
8165,most definitely,0.8336225189036522
8166,realise,0.8331751340478553
8167,nwell,0.8331103224734916
8168,health care,0.8327373278112153
8169,required,0.8326814593142062
8170,required to,0.8326814593142062
8171,dick in,0.8325949563762356
8172,might just,0.8322723117924044
8173,do but,0.8320760960660063
8174,be to,0.8318670871280388
8175,champion,0.8318450950170444
8176,theresa,0.8317614810699933
8177,doing so,0.8317519890976901
8178,that includes,0.8317332594269528
8179,you finally,0.8316832009509728
8180,prometheus,0.8311620968788678
8181,posts are,0.8311134859092171
8182,your house,0.8310867765777132
8183,shit all,0.831047371340593
8184,president is,0.8307232545371025
8185,that could,0.8305852461363042
8186,updates,0.8305747378628286
8187,faces,0.830430715699108
8188,to miss,0.8298398539123867
8189,and why,0.8295030768854423
8190,sources,0.8292213862515758
8191,show and,0.8289209358234801
8192,noh and,0.8281530997481086
8193,sick puppy,0.8279183850293289
8194,can call,0.827697443013895
8195,dad and,0.8275123915892171
8196,nthank,0.8273291457803555
8197,nthank you,0.8273291457803555
8198,finish,0.8271514736274785
8199,never even,0.827106044622762
8200,just fine,0.8270713475928693
8201,not doing,0.827027028280004
8202,feel good,0.8265408574980105
8203,such stupid,0.8263500897711276
8204,korean,0.8262997675610322
8205,by me,0.8259958997381748
8206,about being,0.8259128732358789
8207,idea of,0.825389072573452
8208,constant,0.8252906039084741
8209,again the,0.8250644921096091
8210,crash,0.8249957394402789
8211,quick,0.8248930129825922
8212,aap,0.8247432609423698
8213,and making,0.8245244359173554
8214,is bad,0.8241652515473326
8215,of both,0.8240786366191845
8216,the gay,0.8240610802843299
8217,michael jackson,0.8240485009009856
8218,as this,0.8239319205813669
8219,where people,0.8236532451954092
8220,duty,0.8234938245452681
8221,xa0 thanks,0.8233069225955982
8222,absolutely no,0.8231324302512272
8223,construction,0.8228639050033223
8224,ngo back,0.822359671054663
8225,or if,0.8223189041803199
8226,to bring,0.8222266685412255
8227,here with,0.8219909077911659
8228,and hate,0.8217807025166872
8229,wingers,0.8216893702295036
8230,these things,0.8211693871750707
8231,jerks,0.8211606387664782
8232,xa0 nothing,0.8205281210299183
8233,conversation,0.8200235798989333
8234,weirdo,0.8195114814351904
8235,not ready,0.8194211302670875
8236,cost of,0.8193061645745385
8237,ll say,0.8190602190290169
8238,gi,0.8189957716090711
8239,this new,0.8188195990679273
8240,305,0.8185145686235844
8241,good reason,0.8183556025983312
8242,time xa0,0.8181404996283927
8243,war with,0.8181073761168163
8244,entertaining,0.8179925602766785
8245,didn want,0.8179588676795924
8246,global,0.8176650752505703
8247,borrowed,0.8175541810314962
8248,black women,0.8174462511716234
8249,let her,0.81740431710902
8250,capital,0.8173958060843998
8251,that about,0.8173676498232489
8252,secretly,0.8170790596540698
8253,it back,0.8169374324347332
8254,way xa0,0.8166977578492076
8255,idiot like,0.8165460316105693
8256,gonna have,0.8162163520513354
8257,knowledge of,0.8151576087001452
8258,cause your,0.8149251771967331
8259,this far,0.8147991249694713
8260,like saying,0.8146024737355397
8261,even be,0.8145302028240556
8262,in 2012,0.8143648817279752
8263,pointed out,0.8140045707644311
8264,numerous,0.8138122219901808
8265,party of,0.8133861422049938
8266,question is,0.8130484057675602
8267,ku,0.8127902861065207
8268,by their,0.8123634631281273
8269,were raised,0.812333871277406
8270,mit,0.8121618678689939
8271,they think,0.8120180563847319
8272,big brother,0.8119029625805254
8273,other half,0.8118880926137151
8274,people by,0.8118615494434949
8275,person that,0.8118204118285595
8276,object,0.8117557262731432
8277,so called,0.811341863784653
8278,know for,0.8112293983676999
8279,how dumb,0.8112281852315134
8280,allies,0.8108154976075044
8281,used by,0.8106761897035049
8282,regret,0.8102630691360007
8283,people would,0.8102096033317102
8284,charliedemerjian,0.8101162380430615
8285,posts we,0.8101162380430615
8286,ignorance please,0.8101162380430615
8287,buddy charliedemerjian,0.8101162380430615
8288,charliedemerjian semiinaccurate,0.8101162380430615
8289,respond,0.810114259196146
8290,years they,0.8100070493269071
8291,you saw,0.809945993257968
8292,the star,0.8099259450826808
8293,bin laden,0.8097077016654063
8294,did this,0.8094713016999937
8295,ladies,0.8090633580997966
8296,relationship,0.8089344064752597
8297,very little,0.8083593119865655
8298,me on,0.808164692779997
8299,to hard,0.8080390701591934
8300,died and,0.8075493297445893
8301,to deny,0.8074498293383701
8302,charles,0.8073572327137097
8303,the computer,0.8071832811574421
8304,in chief,0.8069863457097027
8305,your high,0.8069538364159253
8306,bill maher,0.8069504236374517
8307,with people,0.806880519805706
8308,time in,0.8065495893959143
8309,yours and,0.8064054024798849
8310,and gas,0.8064031962615135
8311,and only,0.8056244279748994
8312,blend,0.8049364138587918
8313,mean we,0.8048495341790459
8314,consistent,0.804812530596502
8315,the democratic,0.8047626692717486
8316,also the,0.8045208420039538
8317,hawaii,0.8042719433282302
8318,the tea,0.8041743706453569
8319,is dead,0.803992279649224
8320,the work,0.8035259985068971
8321,cons,0.8033858295663738
8322,seek,0.8033247124221938
8323,bu,0.8032896467808003
8324,and thought,0.8032350462866865
8325,madden,0.803154193841716
8326,everything is,0.8027882504531045
8327,the chicago,0.8024715688585926
8328,it off,0.8022432015240047
8329,more then,0.8021710309358444
8330,gravy,0.802143382265649
8331,just admit,0.8020724583031327
8332,off their,0.8019916600700168
8333,your loser,0.8018540985656605
8334,the former,0.8017755795987459
8335,we must,0.8016183797196481
8336,father of,0.8016009393938265
8337,obey,0.8011957661081595
8338,riding,0.8011650289964506
8339,marriage is,0.8010126355067493
8340,and give,0.8008746566506324
8341,for and,0.8006535527142179
8342,hope to,0.8005716235194679
8343,see this,0.8003764365615711
8344,just me,0.800215266930224
8345,crew,0.800159986123542
8346,saw you,0.7999533821268884
8347,to stand,0.7999365557284316
8348,mother fucking,0.7996355127721918
8349,rejected,0.7996345214779539
8350,of god,0.7995806134514544
8351,and good,0.7992960534065664
8352,fill,0.7992197264975319
8353,drivel,0.7991416457746282
8354,gas station,0.7990950846564624
8355,long term,0.7989362001974902
8356,people get,0.7986243113399373
8357,so just,0.7984425828389212
8358,fat people,0.7984147127727982
8359,abe,0.798190637621649
8360,one will,0.7979939835732057
8361,them you,0.7975761305458401
8362,buy the,0.7974276409363377
8363,feminist,0.7972200008611627
8364,strategy,0.7969307241391714
8365,alliance,0.7967008037330976
8366,convinced,0.7963085810250445
8367,those people,0.796127692519738
8368,sit down,0.7960668947666998
8369,day xa0,0.7959526924041791
8370,dip shit,0.7958938851737304
8371,attempt to,0.7958354116542625
8372,they still,0.7957022961077248
8373,doing their,0.7954783668707588
8374,there in,0.7949676791246174
8375,news is,0.794956959298688
8376,an act,0.7949401863988118
8377,said what,0.7948281468632824
8378,software,0.7947833210117672
8379,nand the,0.7947280352097197
8380,dumb asses,0.7944769282535238
